ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval,label_list,aspect_list_parsed,caption_word_count,num_aspects
CYZZIkEw_jY,30,40,"/m/026t6,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md","['instrumental', 'percussion instrumental', 'drumming', 'bass drum pedal', 'thumping', 'buoyant', 'punchy', 'energetic', 'enthusiastic', 'youthful', 'infectious', 'emphatic', 'upbeat', 'rhythmic', 'catchy riff', 'drum solo', 'snare', 'bass drum', 'acoustic drum']","This music is an energetic drum solo. The tempo is fast with an enthusiastic, vigorous drumming riff. The drummer uses the snare and bass drum to create a thumping beat. It is youthful, rhythmic,vivacious, upbeat ,buoyant and infectious.",7,False,False,"['/m/026t6', ' /m/02k_mr', ' /m/03t3fj', ' /m/06rvn', ' /m/0bm02', ' /m/0l14md']","['instrumental', 'percussion instrumental', 'drumming', 'bass drum pedal', 'thumping', 'buoyant', 'punchy', 'energetic', 'enthusiastic', 'youthful', 'infectious', 'emphatic', 'upbeat', 'rhythmic', 'catchy riff', 'drum solo', 'snare', 'bass drum', 'acoustic drum']",38,19
CYuYfvQv4eo,30,40,"/m/01kcd,/m/06ncr","['jazz', 'live performance', 'no singer', 'instrumental', 'organ', 'saxophone solo', 'bass guitar', 'acoustic drums', 'tranquil', 'complex', 'improvisation']",This is the live performance of a jazz music piece. There is an organ playing the chords in the background. There is a complex and improvised saxophone solo in the lead. The acoustic drums are playing a mellow jazz beat. The atmosphere is rather tranquil. This piece could be playing in the background at a coffee shop or a classy restaurant.,9,False,False,"['/m/01kcd', ' /m/06ncr']","['jazz', 'live performance', 'no singer', 'instrumental', 'organ', 'saxophone solo', 'bass guitar', 'acoustic drums', 'tranquil', 'complex', 'improvisation']",61,11
CZZSQ6rd8h0,110,120,"/m/04rlf,/m/04szw,/m/07y_7,/m/0ggq0m,/m/0l14_3","['amateur recording', 'violin', 'fast tempo', 'emotional', 'sad', 'frustrated']",This audio contains someone playing a violin with a sad melody and strong bow strokes. The piece sounds as if someone is frustrated and emotional. This song may be playing at a concert.,6,False,False,"['/m/04rlf', ' /m/04szw', ' /m/07y_7', ' /m/0ggq0m', ' /m/0l14_3']","['amateur recording', 'violin', 'fast tempo', 'emotional', 'sad', 'frustrated']",33,6
CZuH43NPynA,30,40,"/m/02p0sh1,/m/04rlf","['irish folkmusic', 'violins', 'percussion', 'flutes', 'tin whistles', 'acoustic guitar', 'background noises', 'uptempo']","This song contains several instruments playing the same melody. Violins; flutes, and tin whistles. An acoustic guitar is strumming chords along and a percussive instrument is playing along with the acoustic guitar. In the background you can hear people talking. This song may be playing in an Irish bar.",6,True,True,"['/m/02p0sh1', ' /m/04rlf']","['irish folkmusic', 'violins', 'percussion', 'flutes', 'tin whistles', 'acoustic guitar', 'background noises', 'uptempo']",49,8
Cchf2QH63bI,130,140,"/m/015lz1,/m/01swy6,/m/04rlf","['female singer', 'screaming vocals', 'piano chords', 'scary', 'dark', 'grating female vocals', 'confusion']",The track features a scary and confused atmosphere. A female singer with a grating voice screams incomprehensive vocals. A piano accompanies the vocals. The track is simple but has a strong presence.,5,True,True,"['/m/015lz1', ' /m/01swy6', ' /m/04rlf']","['female singer', 'screaming vocals', 'piano chords', 'scary', 'dark', 'grating female vocals', 'confusion']",32,7
CdFutCUKTXI,30,40,"/m/03mb9,/m/04rlf,/m/07qwdck","['instrumental', 'fast tempo', 'elecronic music', 'trap', 'trance', 'trance music', 'boomy bass lines', 'edm', 'psychedelic', 'atmospheric synthesiser', 'drum machine', 'digital drum arrangement', 'buoyant', 'punchy', 'upbeat', 'youthful', 'intense', 'enthusiastic']","This song is an instrumental. The tempo is fast with synthesiser arrangements , boomy bass and digital drumming. The song is youthful, enthusiastic, engaging, upbeat; vivacious, punchy and buoyant. This song is an EDM/Synth pop.",7,False,True,"['/m/03mb9', ' /m/04rlf', ' /m/07qwdck']","['instrumental', 'fast tempo', 'elecronic music', 'trap', 'trance', 'trance music', 'boomy bass lines', 'edm', 'psychedelic', 'atmospheric synthesiser', 'drum machine', 'digital drum arrangement', 'buoyant', 'punchy', 'upbeat', 'youthful', 'intense', 'enthusiastic']",35,18
CdWA-SNcYpM,160,170,"/m/04rlf,/m/06by7,/t/dd00126,/t/dd00127","['low quality sound', 'heavy metal', 'guitar solo', 'no voices', 'bass', 'percussion', 'distortion guitars', 'happy mood', 'instrumental', 'moderate tempo']",This clip features low quality audio. The song is a heavy metal song where a guitar solo is played on the higher register of the scale. This is accompanied by percussion playing an uptempo beat. The bass plays a heavy riff using open notes and its octave. The distortion guitar plays power chords. There are no voices in this song. This is an instrumental song. This song can be played in a racecar sequence in a movie.,0,False,False,"['/m/04rlf', ' /m/06by7', ' /t/dd00126', ' /t/dd00127']","['low quality sound', 'heavy metal', 'guitar solo', 'no voices', 'bass', 'percussion', 'distortion guitars', 'happy mood', 'instrumental', 'moderate tempo']",77,10
CdgQIiMdBa4,30,40,"/m/028sqc,/m/02mscn,/m/04rlf,/m/074ft","['christian', 'gospel', 'male vocal', 'melodic singing', 'acoustic guitar', 'bass guitar', 'acoustic drums', 'religious', 'devotional']","This is a Christian gospel music piece. The male vocalist is singing melodically in the Spanish language. There is an acoustic guitar playing the main melody while a bass guitar plays in the background. In the rhythmic background, the acoustic drums are playing a calm beat. The atmosphere is religious. This music would suit well in Christian religious events in Spanish speaking countries.",9,False,True,"['/m/028sqc', ' /m/02mscn', ' /m/04rlf', ' /m/074ft']","['christian', 'gospel', 'male vocal', 'melodic singing', 'acoustic guitar', 'bass guitar', 'acoustic drums', 'religious', 'devotional']",63,9
Ce-Xok6SRPU,90,100,"/m/01kcd,/m/07c6l","['classical music', 'string instruments', 'violins', 'french horns', 'grand', 'riveting', 'thrilling', 'exciting', 'suspenseful']","This is a classical orchestral piece. The piece gives off the feeling of intensity and excitement. It would be used in  any scene that is thrilling and suspenseful. We hear french horns, violins and tubas. The violins are used to create a hurried moment of tension before descending back to the main motif on the brass instruments.",3,False,False,"['/m/01kcd', ' /m/07c6l']","['classical music', 'string instruments', 'violins', 'french horns', 'grand', 'riveting', 'thrilling', 'exciting', 'suspenseful']",57,9
CeaWlENtRio,530,540,"/m/02p0sh1,/m/04rlf,/m/05pd6","['low quality', 'traditional', 'upbeat', 'repetitive addictive strings melody', 'wooden percussions', 'shimmering cymbals', 'energetic', 'addictive', 'muffled', 'noisy']","The low quality recording features a traditional song that consists of a repetitive and addictive string melody, wooden percussion and shimmering cymbals. It sounds really energetic and addictive - almost like a pop song would. The recording is a bit noisy and the left channel of the stereo image is occasionally muffled.",4,False,False,"['/m/02p0sh1', ' /m/04rlf', ' /m/05pd6']","['low quality', 'traditional', 'upbeat', 'repetitive addictive strings melody', 'wooden percussions', 'shimmering cymbals', 'energetic', 'addictive', 'muffled', 'noisy']",52,10
Cf1zNtZEcc8,250,260,"/m/04rlf,/t/dd00037","['cinematic synth', 'cymbals', 'war drums', 'suspense', 'tension', 'epic', 'war-like', 'movie music']",This is a movie music piece. There is a cinematic synth holding a single high-pitched note which creates an aura of suspense and horror. War drums and occasional cymbals create a preparation for battle feeling. This piece could certainly be used in war and horror movies. It could also be used in video games that involve horror and battles.,9,False,True,"['/m/04rlf', ' /t/dd00037']","['cinematic synth', 'cymbals', 'war drums', 'suspense', 'tension', 'epic', 'war-like', 'movie music']",59,8
CgK0DU3KFBc,30,40,"/m/028sqc,/m/04rlf,/m/074ft","['slow jazz song', 'young female voice', 'acoustic guitar', 'finger snaps', 'keyboard', 'shaker', 'romantic mood']",This slow jazz song features a female voice. This is accompanied by an acoustic guitar playing chords. A keyboard plays a fills using a xylophone-like tone. The bass plays the root notes of the chords. Finger snaps are played in some spaces between lines. A shaker provides the percussion for this song. The song features a jazz chord progression providing some complexity to this song. The mood of this song is romantic. This song can be played in a romantic movie.,0,False,True,"['/m/028sqc', ' /m/04rlf', ' /m/074ft']","['slow jazz song', 'young female voice', 'acoustic guitar', 'finger snaps', 'keyboard', 'shaker', 'romantic mood']",81,7
ChqJYrmQIN4,50,60,"/m/015lz1,/m/02p0sh1,/m/04rlf,/m/04szw,/m/05pd6,/m/09x0r,/m/0g293,/m/0mkg","['low quality', 'live performance', 'crowd chattering', 'folk', 'groovy bass', 'accordion melody', 'electric guitar melody', 'shimmering hi hats', 'punchy snare', 'passionate', 'groovy']","The low quality recording features a live performance of a folk song that consists of an accordion melody playing over groovy bass, shimmering hi hats, punchy snare and electric guitar melody. There are crowd chattering noises in the background. It sounds passionate and groovy.",4,False,False,"['/m/015lz1', ' /m/02p0sh1', ' /m/04rlf', ' /m/04szw', ' /m/05pd6', ' /m/09x0r', ' /m/0g293', ' /m/0mkg']","['low quality', 'live performance', 'crowd chattering', 'folk', 'groovy bass', 'accordion melody', 'electric guitar melody', 'shimmering hi hats', 'punchy snare', 'passionate', 'groovy']",44,11
ChyayWIp_vU,30,40,"/m/0164x2,/m/04rlf,/m/06cqb,/m/074ft","['reggae', 'saxophone', 'acoustic guitar', 'e-guitar', 'e-bass', 'acoustic drums', 'harmonica', 'male voice singing', 'positive energy', 'uptempo']",A male voice is singing along to a fast paced reggae instrumental. The drums are playing a reggae-groove along with a harmonica on the offbeat. Two e-guitars are playing a single note melody. Both are following the bassline adding harmonies. A saxophone is adding a little melody after every end of a phrase. The male voice is singing in the mid-range and sounds doubled. Some of the instruments are panned to the left and right side of the speakers. This song may be playing at a local bar.,6,True,True,"['/m/0164x2', ' /m/04rlf', ' /m/06cqb', ' /m/074ft']","['reggae', 'saxophone', 'acoustic guitar', 'e-guitar', 'e-bass', 'acoustic drums', 'harmonica', 'male voice singing', 'positive energy', 'uptempo']",88,10
Ck-1kRnHqro,10,20,"/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/0bm02,/m/0l14md","['progressive metalrock', 'e-guitars', 'e-bass', 'acoustic drums', 'aggressive', 'fast tempo']",This audio contains complex and fast acoustic drums with a lot of cymbal hits along with a tambourine shaker. E-guitars and e-bass are playing along to the drums. This piece is in a 7/4 time signature. This song may be playing at a live rock concert.,6,False,False,"['/m/026t6', ' /m/02hnl', ' /m/02k_mr', ' /m/03t3fj', ' /m/0bm02', ' /m/0l14md']","['progressive metalrock', 'e-guitars', 'e-bass', 'acoustic drums', 'aggressive', 'fast tempo']",46,6
Ck_bvV8Aa-k,170,180,"/m/03_d0,/m/04rlf,/m/04szw","['amateur recording', 'quiet', 'street performance', 'jazz music', 'female vocal', 'tuba', 'acoustic drums', 'kick drum', 'ride cymbal', 'swing', 'vinyl feel']",This is the amateur recording of a jazz music piece performed live on the street. The volume of the recording is quite low. There is a female vocalist singing upfront. The tuba is playing the bass line as an accompaniment to the vocals. The tuba player is playing a minimal acoustic drum kit made up of just a drum kick and a ride cymbal in the meantime. There is a swing feel to it. The quietness of the recording makes it sound like the music is coming from vinyl. It would suit perfectly as a piece in a movie playing on a vinyl record player.,9,False,False,"['/m/03_d0', ' /m/04rlf', ' /m/04szw']","['amateur recording', 'quiet', 'street performance', 'jazz music', 'female vocal', 'tuba', 'acoustic drums', 'kick drum', 'ride cymbal', 'swing', 'vinyl feel']",105,11
ClK_qf_Twm8,30,40,"/m/026z9,/m/04rlf,/m/07gxw,/m/07s72n,/m/08cyft,/m/0ggx5q","['techno dance music', 'electronic dance music', 'cymbals crashing loud', 'percussion hits', 'keyboard harmony', 'dance party', 'dance club', 'dance floor', 'electronic dance music', 'youthful', 'energetic', 'teenage romance', 'dance hits', 'steady rhythm', 'medium tempo', 'keybiard harmony', 'groovy bass line', 'people dancing', 'dj', 'night party']","The song is instrumental. The song is medium tempo with a groovy bass line,  keyboard harmony, various percussion hits and a steady drumming rhythm. The song has a dance rhythm and is exciting.",1,False,True,"['/m/026z9', ' /m/04rlf', ' /m/07gxw', ' /m/07s72n', ' /m/08cyft', ' /m/0ggx5q']","['techno dance music', 'electronic dance music', 'cymbals crashing loud', 'percussion hits', 'keyboard harmony', 'dance party', 'dance club', 'dance floor', 'electronic dance music', 'youthful', 'energetic', 'teenage romance', 'dance hits', 'steady rhythm', 'medium tempo', 'keybiard harmony', 'groovy bass line', 'people dancing', 'dj', 'night party']",33,20
Cn3xoxvbkF0,30,40,"/m/015lz1,/m/04rlf,/m/06cqb,/m/0fd3y","['reggae', 'live performance', 'amateur recording', 'female vocal', 'melodic singing', 'keyboard', 'bass guitar', 'acoustic drums', 'emotional', 'slow tempo']","This is the live performance of a reggae piece. There is a female vocalist in the lead singing melodically. The keyboard can be heard playing the main melody. The bass guitar is playing a simple but groovy bass line. In the rhythmic background, there is a slow tempo acoustic drum beat. The atmosphere is emotional. This is an amateur recording and a bit dated, so the audio quality is quite poor.",9,False,True,"['/m/015lz1', ' /m/04rlf', ' /m/06cqb', ' /m/0fd3y']","['reggae', 'live performance', 'amateur recording', 'female vocal', 'melodic singing', 'keyboard', 'bass guitar', 'acoustic drums', 'emotional', 'slow tempo']",71,10
CnTMm-bzssM,310,320,"/m/04rlf,/t/dd00033","['low quality', 'mellow piano melody', 'sustained strings melody', 'sad', 'emotional', 'melancholic']","The low quality recording features a mellow piano melody, followed by sustained strings melody. It sounds sad, emotional and melancholic.",4,False,False,"['/m/04rlf', ' /t/dd00033']","['low quality', 'mellow piano melody', 'sustained strings melody', 'sad', 'emotional', 'melancholic']",20,6
CodqNx1ukOc,30,40,"/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5","['amateur recording', 'e-guitar', 'medium to uptempo']",Someone is playing a melody on the e-guitar with a lot of reverb and a little bit of delay. This song may be playing guitar at home.,6,False,True,"['/m/01glhc', ' /m/02sgy', ' /m/0342h', ' /m/04rlf', ' /m/04szw', ' /m/0fx80y', ' /m/0g12c5']","['amateur recording', 'e-guitar', 'medium to uptempo']",27,3
CpHRQ-f4UtA,140,150,"/m/013y1f,/m/0395lw,/m/04rlf","['cinematic/orchestral', 'oboe', 'strings', 'upright bass', 'timpani', 'brass', 'marimba/xylophone', 'mystic', 'sad atmosphere']",This song contains a timpani hit going along with single notes of an upright bass. A string section is playing a simple melody in a higher key while an oboe/flute is playing the lead melody. In the background you can hear a brass section playing along with the strings rising and falling in volume. This song may be playing in a sad and mystic movie scene.,6,False,False,"['/m/013y1f', ' /m/0395lw', ' /m/04rlf']","['cinematic/orchestral', 'oboe', 'strings', 'upright bass', 'timpani', 'brass', 'marimba/xylophone', 'mystic', 'sad atmosphere']",66,9
CqtknE729Lw,310,320,"/m/03m5k,/m/0d8_n","['classical music', 'italian', 'instrumental', 'piano', 'mandolin', 'gentle', 'calming', 'relaxing']",This is an instrumental classical music piece with clear Italian influences. There is a piano playing a gentle melody and a mandolin being strummed rapidly but with low velocity. The atmosphere is relaxing. This piece can be used during the scenery shots of a romance movie taking place in a Mediterranean country.,9,False,False,"['/m/03m5k', ' /m/0d8_n']","['classical music', 'italian', 'instrumental', 'piano', 'mandolin', 'gentle', 'calming', 'relaxing']",52,8
CrbZHPkHeV4,30,40,"/m/04rlf,/m/06bxc,/m/0glt670","['male vocalist', 'medium tempo', 'hip-hop', 'rap', 'rhythmic patter', 'rhythmic speech', 'slang', 'objectionable lyrics', 'passionate', 'emotional', 'intense', 'emphatic', 'persuasive', 'catchy', 'youthful', 'steady drumming', 'melody keyboard', 'amplified piano', 'groovy bass lines']","A male vocalist sings this passionate Rap. The tempo is medium with steady drumming, keyboard harmony, amplified piano accompaniment, and  groovy bass lines . The song is emotional, intense, persuasive, intense and has a catchy groove. This song is contemporary Rap/Hip-Hop.",7,False,True,"['/m/04rlf', ' /m/06bxc', ' /m/0glt670']","['male vocalist', 'medium tempo', 'hip-hop', 'rap', 'rhythmic patter', 'rhythmic speech', 'slang', 'objectionable lyrics', 'passionate', 'emotional', 'intense', 'emphatic', 'persuasive', 'catchy', 'youthful', 'steady drumming', 'melody keyboard', 'amplified piano', 'groovy bass lines']",41,19
CrkxrgTiVyk,30,40,"/m/013y1f,/m/01s0ps,/m/03xq_f,/m/05148p4,/m/05r5c","['low quality', 'jazz', 'live performance', 'mono', 'noisy', 'groovy bass', 'groovy rhodes keys melody', 'electric guitar melody', 'shimmering hi hats', 'punchy kick', 'punchy snare', 'funky', 'groovy', 'passionate']","The low quality recording features a live performance of a jazz song and it consists of a groovy bass guitar, groovy rhodes keys, electric guitar melody, shimmering hi hats, punchy kick and punchy snare hits. It sounds groovy, funky and passionate. The recording is noisy and in mono.",4,False,False,"['/m/013y1f', ' /m/01s0ps', ' /m/03xq_f', ' /m/05148p4', ' /m/05r5c']","['low quality', 'jazz', 'live performance', 'mono', 'noisy', 'groovy bass', 'groovy rhodes keys melody', 'electric guitar melody', 'shimmering hi hats', 'punchy kick', 'punchy snare', 'funky', 'groovy', 'passionate']",48,14
CudxWnS7ukw,30,40,"/m/018j2,/m/01lyv,/m/04rlf,/m/04rzd,/m/04szw,/m/06w87,/m/0fx80y","['ukulele playing', 'acoustic guitars strumming', 'groovy bass line', 'dance rhythm', 'home music video', 'youtube songs', 'music jam', 'spirited', 'poor audio quality', 'guitar band', 'country music', 'groovy bas slime', 'energetic', 'youthful', 'exciting', 'emotional', 'dance rhythm', 'instrumental music', 'medium fast tempo']","The song is an instrumental. The song is medium fast tempo with a groovy bass line, acoustic guitars strumming rhythm, and a ukulele playing lead. The song is spirited and exciting. The song is an instrumental with country music influences.",1,False,True,"['/m/018j2', ' /m/01lyv', ' /m/04rlf', ' /m/04rzd', ' /m/04szw', ' /m/06w87', ' /m/0fx80y']","['ukulele playing', 'acoustic guitars strumming', 'groovy bass line', 'dance rhythm', 'home music video', 'youtube songs', 'music jam', 'spirited', 'poor audio quality', 'guitar band', 'country music', 'groovy bas slime', 'energetic', 'youthful', 'exciting', 'emotional', 'dance rhythm', 'instrumental music', 'medium fast tempo']",40,19
CwImmV7q1MY,30,40,"/m/03qjg,/m/085jw","['low quality', 'boomy playback', 'harmonica solo melody', 'shimmering hi hats', 'groovy bass', 'electric guitar melody', 'noisy', 'mono', 'passionate']","The low quality recording features a harmonica solo melody playing over a boomy playback song in the background. The song consists of shimmering hi hats, groovy bass and electric guitar melody. The recording is noisy and in mono.",4,False,False,"['/m/03qjg', ' /m/085jw']","['low quality', 'boomy playback', 'harmonica solo melody', 'shimmering hi hats', 'groovy bass', 'electric guitar melody', 'noisy', 'mono', 'passionate']",38,9
CwmUMySSNQc,30,40,"/m/04rlf,/m/05rwpb,/m/064t9,/m/0dls3","['male singer', 'female singer', 'guitar accompaniment', 'keyboard accompaniment', 'vocal duet', 'retro pop hits', 'medium fast tempo', 'poor audio quality', 'groovy rhythm', 'steady drumming rhythm', 'percussive bass line', 'keyboard accompaniment', 'drum rolls', 'cymbals crashing', 'romantic', 'exciting', 'emotional', 'adventurous', 'passionate', 'retro pop hits']","A male and female singer sing this vocal duet. The song is medium fast tempo with a guitar accompaniment, steady drumming rhythm with exciting drum rolls, cymbals crashes and a percussive bass line. The song is romantic and exciting. The song is retro pop with a bad audio quality.",1,False,False,"['/m/04rlf', ' /m/05rwpb', ' /m/064t9', ' /m/0dls3']","['male singer', 'female singer', 'guitar accompaniment', 'keyboard accompaniment', 'vocal duet', 'retro pop hits', 'medium fast tempo', 'poor audio quality', 'groovy rhythm', 'steady drumming rhythm', 'percussive bass line', 'keyboard accompaniment', 'drum rolls', 'cymbals crashing', 'romantic', 'exciting', 'emotional', 'adventurous', 'passionate', 'retro pop hits']",49,20
CxTFgimfNfA,30,40,"/m/01kcd,/m/0319l","['amateur recording', 'beatbox', 'clapping', 'horns', 'medium tempo']",This audio contains a loop repeating a beatbox pattern and clapping sound. A horn is playing a lower melody while someone is playing a long note on top in a higher key. This is an amateur recording and may be playing while looping yourself.,6,False,False,"['/m/01kcd', ' /m/0319l']","['amateur recording', 'beatbox', 'clapping', 'horns', 'medium tempo']",44,5
CxgVq6eovRU,70,80,"/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md","['low quality', 'noisy', 'flat male vocal', 'drums tutorial', 'shimmering hi hats', 'pumping kick', 'snappy snare', 'groovy']","The low quality recording features a drums tutorial where a flat male vocalist is talking after shimmering his hats, snappy snare hits and pumping kicks. It sounds groovy and the recording is noisy.",4,False,False,"['/m/026t6', ' /m/02hnl', ' /m/02k_mr', ' /m/03t3fj', ' /m/06rvn', ' /m/0bm02', ' /m/0l14md']","['low quality', 'noisy', 'flat male vocal', 'drums tutorial', 'shimmering hi hats', 'pumping kick', 'snappy snare', 'groovy']",33,8
CyFsI_EYFQQ,30,40,"/m/0283d,/m/04rlf,/m/07gxw,/m/08cyft,/m/0ggx5q","['clapping', 'noisy', 'quiet snare roll', 'addictive synth lead melody', '4 on the floor kick', 'energetic', 'uptempo', 'electro', 'addictive', 'sweeping sound effects']","The Electro song features an addictive synth lead melody playing over quiet snare roll, some claps and sweeping sound effects. In the second half of the loop, there is a ""4 on the floor"" kick patter. It is uptempo and it sounds energetic and sort of addictive.",4,False,True,"['/m/0283d', ' /m/04rlf', ' /m/07gxw', ' /m/08cyft', ' /m/0ggx5q']","['clapping', 'noisy', 'quiet snare roll', 'addictive synth lead melody', '4 on the floor kick', 'energetic', 'uptempo', 'electro', 'addictive', 'sweeping sound effects']",47,10
CyiPyjYX6AE,30,40,"/m/04rlf,/t/dd00033","['meditation', 'calm', 'slow', 'water sound', 'singing bowls', 'hand pan', 'shaker', 'amateur recording']",The audio starts with someone playing singing bowls with a lot of sustain/release time. Then another sequence begins with someone playing a hand pan along with a shaker. This is an amateur recording. These songs may be playing during a meditation session.,6,False,True,"['/m/04rlf', ' /t/dd00033']","['meditation', 'calm', 'slow', 'water sound', 'singing bowls', 'hand pan', 'shaker', 'amateur recording']",42,8
CzHZNJEV-3o,50,60,"/m/042v_gx,/m/04rlf,/m/05fw6t,/m/06w87,/m/074ft","['low quality audio', 'acoustic guitar', 'calm female vocal', 'muffled recording', 'missed guitar notes', 'nursery rhyme']",This clip features a nursery rhyme. The singer plays the guitar and sings in a calm and gentle tone. The singer misses some notes on the guitar - playing with some mistakes. The quality of the audio recording is low.,3,False,False,"['/m/042v_gx', ' /m/04rlf', ' /m/05fw6t', ' /m/06w87', ' /m/074ft']","['low quality audio', 'acoustic guitar', 'calm female vocal', 'muffled recording', 'missed guitar notes', 'nursery rhyme']",40,6
Czbi1u-gwUU,130,140,"/m/02w4v,/m/04rlf","['male voices singing', 'digital string sound', 'keyboard lead sound', 'percussion', 'acoustic drum', 'oriental instruments', 'e-bass', 'brass sounds', 'uptempo', 'amateur recording']",This song contains acoustic drums and percussion playing a complex rhythm along with a bassline. Some brass sounds come here and there to set accents. In the background you can hear a string sound playing a high note. A keyboard lead sound is playing the main melody along with a male voice singing with a melody on his own. This song may be playing at a celebration.,6,True,True,"['/m/02w4v', ' /m/04rlf']","['male voices singing', 'digital string sound', 'keyboard lead sound', 'percussion', 'acoustic drum', 'oriental instruments', 'e-bass', 'brass sounds', 'uptempo', 'amateur recording']",67,10
D-PxXM2I5gY,0,10,"/m/01b9nn,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/t/dd00126","['low quality', 'mono', 'noisy', 'chill electric guitar melody', 'easygoing', 'relaxing']",The low quality recording features a chill electric guitar melody. It sounds easygoing and relaxing. The recording is noisy and in mono.,4,False,False,"['/m/01b9nn', ' /m/0342h', ' /m/04rlf', ' /m/04szw', ' /m/0fx80y', ' /t/dd00126']","['low quality', 'mono', 'noisy', 'chill electric guitar melody', 'easygoing', 'relaxing']",22,6
D0L-M4trkpw,210,220,"/m/0155w,/m/02sgy,/m/04rlf","['country/blues', 'e-guitar', 'acoustic guitar', 'drums', 'violin', 'upright bass', 'electric keys', 'uptempo']","The drums and the upright bass are playing in a bluesy, country vibe with a half open hi hat. An acoustic guitar is strumming chords that are almost not noticeable. The e-guitar is playing a loud lead melody in the foreground while a violin is playing short bowed notes along. This is an amateur recording. This song may be playing in a bar.",6,False,True,"['/m/0155w', ' /m/02sgy', ' /m/04rlf']","['country/blues', 'e-guitar', 'acoustic guitar', 'drums', 'violin', 'upright bass', 'electric keys', 'uptempo']",63,8
D3q_stCeCA8,30,40,"/m/01sm1g,/m/0l14md","['african folk music', 'female vocals', 'male vocal', 'tribal singing', 'percussion', 'shekere', 'groovy', 'vibrant']",This is an African folk music piece. There are two female vocalists and a male vocalist singing in a tribal style. The rhythm is played by one of the singers with a shekere in her hand. The atmosphere is vibrant. This piece could be playing in the soundtrack of an adventure movie that takes place in Africa.,9,False,False,"['/m/01sm1g', ' /m/0l14md']","['african folk music', 'female vocals', 'male vocal', 'tribal singing', 'percussion', 'shekere', 'groovy', 'vibrant']",57,8
D4GVgBX1eYc,80,90,"/m/01xqw,/m/04rlf,/m/04szw,/m/04wptg,/m/05pd6,/m/07y_7,/m/0ggq0m","['classical', 'cello', 'violins', 'viola', 'ceremonial', 'slower to medium tempo']",This composition contains a cello playing in the lower register providing a bass melody while other violas and violins are playing a melody and a countermelody in the mid to high range. This song sounds suited for a wedding proposal.,6,False,False,"['/m/01xqw', ' /m/04rlf', ' /m/04szw', ' /m/04wptg', ' /m/05pd6', ' /m/07y_7', ' /m/0ggq0m']","['classical', 'cello', 'violins', 'viola', 'ceremonial', 'slower to medium tempo']",40,6
D644BWAUOXo,120,130,"/m/04rlf,/m/0y4f8","['calming', 'soothing', 'slow tempo', 'uplifting', 'electric piano', 'gentle choral singing', 'asian music', 'south asian']","This is a gentle, soothing and meditative song of South Asian origin. The electric piano is played along with a group of singers who sing calmly in unison. The song has an uplifting emotional effect.",3,False,False,"['/m/04rlf', ' /m/0y4f8']","['calming', 'soothing', 'slow tempo', 'uplifting', 'electric piano', 'gentle choral singing', 'asian music', 'south asian']",35,8
D6xrH93lnoc,30,40,"/m/04rlf,/m/06rqw,/m/07sbbz2","['rock-n-roll', 'male vocal', 'story-telling mood', 'electric guitar', 'simple tune', 'bass guitar', 'acoustic drums', 'rimshots', 'upbeat', 'energetic', 'groovy']",This is a rock-n-roll music piece. There is a male vocalist singing as if he is telling a story in the lead. The electric and the bass guitar are playing a simple tune. The acoustic drums are playing an upbeat rhythm with a heavy use of rimshots. The atmosphere of the piece is groovy. This piece could be used in the soundtrack of a romance/romantic comedy movie where the protagonist cannot stop thinking about a girl.,9,False,False,"['/m/04rlf', ' /m/06rqw', ' /m/07sbbz2']","['rock-n-roll', 'male vocal', 'story-telling mood', 'electric guitar', 'simple tune', 'bass guitar', 'acoustic drums', 'rimshots', 'upbeat', 'energetic', 'groovy']",76,11
D712KM8PE3I,30,40,"/m/01c194,/m/04rlf,/m/0y4f8","['female voices', 'slow tempo', 'vocal harmony', 'no instruments', 'indian song', 'relaxing song', 'relaxing voices']",This song features female voices singing in harmony. There are no instruments in this song. The voices are relaxing. The song starts with vocables and then the singers sing some Hindi words in a very relaxing tone. This song can be played in a romantic movie.,0,False,True,"['/m/01c194', ' /m/04rlf', ' /m/0y4f8']","['female voices', 'slow tempo', 'vocal harmony', 'no instruments', 'indian song', 'relaxing song', 'relaxing voices']",46,7
D7Cvisf3jf8,30,40,"/m/04rlf,/m/0fd3y","['documentary music', 'movie music', 'strings section', 'bass guitar', 'percussion', 'dramatic', 'suspense', 'tension', 'story-telling mood']",This is a documentary music piece. There is a strings section that is holding a single chord. The bass guitar is repeating an ominous bass line. There is a simple percussion beat in the rhythmic background. The atmosphere has a dramatic feel to it. It feels like a story is about to unfold. The piece suits perfectly as a documentary music piece. It could also fit well in the soundtrack of a mystery movie.,9,False,True,"['/m/04rlf', ' /m/0fd3y']","['documentary music', 'movie music', 'strings section', 'bass guitar', 'percussion', 'dramatic', 'suspense', 'tension', 'story-telling mood']",74,9
